Round,Double Sixes(T/F),Winner,Total Doubles,Double Ones,Double Twos,Double Threes,Double Fours,Double Fives,Double Sixes
4646,True,Gambler,5,1,0,1,0,1,2
4647,True,Gambler,3,0,0,1,1,0,1
4648,True,Gambler,3,1,1,0,0,0,1
4649,False,House,3,2,0,1,0,0,0
4650,False,House,5,1,0,2,1,1,0
4651,True,Gambler,6,2,0,1,2,0,1
4652,True,Gambler,3,1,0,1,0,0,1
4653,True,Gambler,4,1,1,1,0,0,1
4654,True,Gambler,5,0,0,1,1,1,2
4655,False,House,2,0,0,1,1,0,0
4656,False,House,3,2,0,0,0,1,0
4657,True,Gambler,7,0,0,3,1,1,2
4658,True,Gambler,4,0,1,0,1,1,1
4659,True,Gambler,3,1,0,1,0,0,1
4660,False,House,3,1,0,1,0,1,0
4661,False,House,2,0,0,0,1,1,0
4662,False,House,4,0,0,0,2,2,0
4663,True,Gambler,3,0,0,2,0,0,1
4664,False,House,5,0,2,1,0,2,0
4665,False,House,5,1,0,1,2,1,0
4666,True,Gambler,3,0,0,0,1,1,1
4667,False,House,3,0,1,1,0,1,0
4668,False,House,3,0,0,1,0,2,0
4669,False,House,1,0,0,0,0,1,0
4670,True,Gambler,4,0,0,1,1,0,2
4671,True,Gambler,4,0,0,0,1,2,1
4672,False,House,3,2,0,0,1,0,0
4673,False,House,5,1,1,1,1,1,0
4674,False,House,5,0,1,2,0,2,0
4675,True,Gambler,2,0,1,0,0,0,1
4676,False,House,0,0,0,0,0,0,0
4677,False,House,4,2,0,1,0,1,0
4678,True,Gambler,4,0,1,0,0,1,2
4679,False,House,2,0,0,0,1,1,0
4680,False,House,5,0,3,1,1,0,0
4681,False,House,2,0,1,1,0,0,0
4682,False,House,1,0,0,1,0,0,0
4683,False,House,2,1,0,0,0,1,0
4684,True,Gambler,5,0,3,0,1,0,1
4685,True,Gambler,4,0,1,0,0,0,3
4686,True,Gambler,4,1,0,1,0,0,2
4687,False,House,1,0,0,0,0,1,0
4688,True,Gambler,9,0,3,2,1,2,1
4689,False,House,0,0,0,0,0,0,0
4690,False,House,5,1,1,1,0,2,0
4691,False,House,5,0,1,0,2,2,0
4692,False,House,3,1,0,0,0,2,0
4693,True,Gambler,6,2,1,0,0,2,1
4694,True,Gambler,6,1,0,1,3,0,1
4695,False,House,4,0,1,1,1,1,0
4696,True,Gambler,5,1,0,0,1,1,2
4697,False,House,3,0,3,0,0,0,0
4698,False,House,5,0,1,3,0,1,0
4699,True,Gambler,6,0,0,0,3,2,1
4700,True,Gambler,3,1,0,0,0,0,2
4701,True,Gambler,2,0,0,0,1,0,1
4702,False,House,2,1,0,1,0,0,0
4703,False,House,4,2,0,0,1,1,0
4704,True,Gambler,5,2,0,0,1,1,1
4705,False,House,1,0,0,1,0,0,0
4706,False,House,3,0,3,0,0,0,0
4707,False,House,1,0,1,0,0,0,0
4708,True,Gambler,3,2,0,0,0,0,1
4709,True,Gambler,5,1,0,1,1,0,2
4710,False,House,3,1,1,0,0,1,0
4711,False,House,4,2,1,1,0,0,0
4712,True,Gambler,6,1,0,1,2,1,1
4713,False,House,5,3,1,0,0,1,0
4714,False,House,4,0,1,0,1,2,0
4715,False,House,5,1,1,2,1,0,0
4716,True,Gambler,3,0,1,1,0,0,1
4717,True,Gambler,5,1,1,0,1,0,2
4718,True,Gambler,3,0,1,1,0,0,1
4719,True,Gambler,4,0,0,0,2,0,2
4720,True,Gambler,6,1,1,1,1,1,1
4721,False,House,4,0,0,1,3,0,0
4722,False,House,5,0,2,2,0,1,0
4723,True,Gambler,4,0,0,1,1,0,2
4724,True,Gambler,6,0,1,2,2,0,1
4725,False,House,1,0,0,0,0,1,0
4726,False,House,2,0,1,0,1,0,0
4727,False,House,1,0,0,0,0,1,0
4728,True,Gambler,5,0,0,0,1,0,4
4729,True,Gambler,4,0,1,0,2,0,1
4730,True,Gambler,3,2,0,0,0,0,1
4731,True,Gambler,2,0,0,0,0,1,1
4732,True,Gambler,4,1,0,0,1,0,2
4733,True,Gambler,3,0,1,1,0,0,1
4734,False,House,1,0,1,0,0,0,0
4735,False,House,2,1,0,0,0,1,0
4736,True,Gambler,2,0,0,0,1,0,1
4737,True,Gambler,8,1,2,1,1,1,2
4738,True,Gambler,4,1,0,1,0,1,1
4739,True,Gambler,6,0,2,1,0,2,1
4740,False,House,0,0,0,0,0,0,0
4741,True,Gambler,5,0,0,1,0,1,3
4742,False,House,2,1,0,0,0,1,0
4743,False,House,4,0,0,2,1,1,0
4744,True,Gambler,5,3,0,1,0,0,1
4745,False,House,4,2,1,0,0,1,0
4746,True,Gambler,5,0,1,0,1,2,1
4747,True,Gambler,4,0,0,0,0,3,1
4748,False,House,5,1,0,1,2,1,0
4749,True,Gambler,5,0,1,2,1,0,1
4750,True,Gambler,6,0,2,0,2,1,1
4751,False,House,4,1,0,2,0,1,0
4752,True,Gambler,4,1,0,0,1,1,1
4753,False,House,5,1,1,1,0,2,0
4754,False,House,5,3,1,0,1,0,0
4755,True,Gambler,4,0,0,0,1,2,1
4756,False,House,2,1,0,0,1,0,0
4757,False,House,3,0,2,0,0,1,0
4758,True,Gambler,5,1,1,1,1,0,1
4759,False,House,5,0,2,2,1,0,0
4760,False,House,1,0,0,1,0,0,0
4761,False,House,3,0,0,1,1,1,0
4762,False,House,2,0,1,0,1,0,0
4763,True,Gambler,3,0,1,1,0,0,1
4764,True,Gambler,6,1,2,1,0,1,1
4765,True,Gambler,4,0,2,1,0,0,1
4766,False,House,2,1,0,0,0,1,0
4767,False,House,3,1,0,1,1,0,0
4768,False,House,3,1,0,1,0,1,0
4769,False,House,1,0,0,1,0,0,0
4770,True,Gambler,3,0,0,1,0,0,2
4771,False,House,2,0,0,0,0,2,0
4772,False,House,3,1,1,0,0,1,0
4773,False,House,5,0,0,0,3,2,0
4774,False,House,4,1,0,2,1,0,0
4775,False,House,2,0,0,1,0,1,0
4776,True,Gambler,3,0,1,0,0,1,1
4777,False,House,3,0,0,1,1,1,0
4778,False,House,4,0,0,2,2,0,0
4779,False,House,2,0,0,0,1,1,0
4780,False,House,4,0,1,2,1,0,0
4781,False,House,2,0,1,1,0,0,0
4782,False,House,5,0,2,1,2,0,0
4783,True,Gambler,5,0,1,0,3,0,1
4784,True,Gambler,6,1,2,0,0,2,1
4785,False,House,2,0,0,1,0,1,0
4786,False,House,4,1,1,2,0,0,0
4787,True,Gambler,4,1,0,2,0,0,1
4788,True,Gambler,4,0,1,0,1,1,1
4789,False,House,4,0,1,2,0,1,0
4790,False,House,4,2,0,1,0,1,0
4791,True,Gambler,6,0,1,1,1,1,2
4792,False,House,2,0,0,1,0,1,0
4793,False,House,7,2,1,0,0,4,0
4794,True,Gambler,6,2,1,1,1,0,1
4795,False,House,4,0,1,1,0,2,0
4796,True,Gambler,5,1,3,0,0,0,1
4797,False,House,1,0,0,0,0,1,0
4798,False,House,0,0,0,0,0,0,0
4799,False,House,1,0,0,0,0,1,0
4800,False,House,2,0,0,0,0,2,0
4801,False,House,5,2,0,0,1,2,0
4802,True,Gambler,4,0,0,0,2,0,2
4803,False,House,4,2,2,0,0,0,0
4804,False,House,5,0,1,2,1,1,0
4805,True,Gambler,7,3,1,0,0,2,1
4806,False,House,7,2,2,1,1,1,0
4807,True,Gambler,5,0,0,1,1,2,1
4808,True,Gambler,4,0,0,2,1,0,1
4809,True,Gambler,6,0,1,0,0,2,3
4810,False,House,8,1,0,1,5,1,0
4811,False,House,2,0,0,1,0,1,0
4812,True,Gambler,5,0,1,1,0,2,1
4813,True,Gambler,5,1,2,1,0,0,1
4814,False,House,3,0,0,0,1,2,0
4815,True,Gambler,9,0,1,0,2,3,3
4816,True,Gambler,3,0,0,0,2,0,1
4817,False,House,5,0,2,1,0,2,0
4818,False,House,5,2,0,0,1,2,0
4819,True,Gambler,5,1,2,1,0,0,1
4820,True,Gambler,5,2,0,0,0,2,1
4821,False,House,3,2,1,0,0,0,0
4822,True,Gambler,3,0,0,2,0,0,1
4823,True,Gambler,4,0,1,1,0,1,1
4824,False,House,4,3,0,0,1,0,0
4825,False,House,4,0,1,2,1,0,0
4826,False,House,2,1,0,0,0,1,0
4827,True,Gambler,5,2,0,1,0,1,1
4828,False,House,5,2,0,2,0,1,0
4829,True,Gambler,3,0,0,0,2,0,1
4830,True,Gambler,5,1,2,1,0,0,1
4831,True,Gambler,3,0,0,1,0,0,2
4832,False,House,4,0,1,1,2,0,0
4833,True,Gambler,6,2,1,0,1,0,2
4834,False,House,6,3,1,0,0,2,0
4835,False,House,0,0,0,0,0,0,0
4836,True,Gambler,3,1,1,0,0,0,1
4837,True,Gambler,4,0,0,2,1,0,1
4838,True,Gambler,9,0,0,3,3,2,1
4839,False,House,3,0,1,0,1,1,0
4840,True,Gambler,5,0,2,0,1,1,1
4841,True,Gambler,4,0,0,1,1,1,1
4842,False,House,4,1,0,1,2,0,0
4843,False,House,4,0,2,0,2,0,0
4844,False,House,5,0,2,1,1,1,0
4845,False,House,2,0,0,2,0,0,0
4846,False,House,2,0,0,0,1,1,0
4847,True,Gambler,6,1,2,1,1,0,1
4848,True,Gambler,3,2,0,0,0,0,1
4849,False,House,4,0,1,2,1,0,0
4850,False,House,2,2,0,0,0,0,0
4851,True,Gambler,1,0,0,0,0,0,1
4852,True,Gambler,4,2,0,0,0,0,2
4853,False,House,2,0,0,0,1,1,0
4854,True,Gambler,7,1,0,0,2,1,3
4855,True,Gambler,5,1,1,0,1,1,1
4856,False,House,6,1,1,2,1,1,0
4857,False,House,3,0,2,0,1,0,0
4858,True,Gambler,5,0,3,1,0,0,1
4859,True,Gambler,5,0,1,0,1,2,1
4860,False,House,5,1,1,0,3,0,0
4861,True,Gambler,6,0,2,0,2,0,2
4862,True,Gambler,8,0,0,3,0,2,3
4863,True,Gambler,3,0,0,0,1,1,1
4864,False,House,2,0,0,0,2,0,0
4865,False,House,4,2,1,1,0,0,0
4866,True,Gambler,6,0,0,1,0,4,1
4867,True,Gambler,3,0,1,0,0,0,2
4868,True,Gambler,4,1,2,0,0,0,1
4869,False,House,2,0,0,2,0,0,0
4870,True,Gambler,5,0,1,0,3,0,1
4871,True,Gambler,6,1,0,1,1,1,2
4872,False,House,3,1,1,1,0,0,0
4873,True,Gambler,4,1,0,1,1,0,1
4874,False,House,2,0,1,1,0,0,0
4875,True,Gambler,1,0,0,0,0,0,1
4876,True,Gambler,7,2,1,2,1,0,1
4877,False,House,5,1,0,2,0,2,0
4878,True,Gambler,7,0,2,1,1,1,2
4879,True,Gambler,5,0,1,1,0,1,2
4880,False,House,3,0,2,0,0,1,0
4881,False,House,4,1,1,0,2,0,0
4882,False,House,3,1,0,0,0,2,0
4883,True,Gambler,8,2,1,0,0,2,3
4884,True,Gambler,5,0,1,1,1,1,1
4885,True,Gambler,7,1,2,1,1,0,2
4886,True,Gambler,3,0,0,1,0,1,1
4887,False,House,1,0,0,1,0,0,0
4888,True,Gambler,6,0,1,3,0,0,2
4889,True,Gambler,5,0,3,0,0,0,2
4890,True,Gambler,3,0,0,0,1,1,1
4891,False,House,2,0,0,0,1,1,0
4892,False,House,1,0,0,1,0,0,0
4893,False,House,1,1,0,0,0,0,0
4894,True,Gambler,5,2,1,1,0,0,1
4895,False,House,3,1,1,0,0,1,0
4896,False,House,6,1,0,2,3,0,0
4897,False,House,7,1,0,5,1,0,0
4898,False,House,5,3,1,1,0,0,0
4899,True,Gambler,2,0,0,1,0,0,1
4900,False,House,3,1,0,1,0,1,0
4901,False,House,2,0,1,0,1,0,0
4902,True,Gambler,5,3,0,0,1,0,1
4903,False,House,2,1,0,0,0,1,0
4904,True,Gambler,4,0,0,1,0,2,1
4905,True,Gambler,5,0,1,2,0,0,2
4906,False,House,4,2,0,2,0,0,0
4907,True,Gambler,6,1,0,2,1,1,1
4908,False,House,2,0,0,1,1,0,0
4909,True,Gambler,10,2,2,2,1,1,2
4910,False,House,2,0,0,1,0,1,0
4911,True,Gambler,4,0,0,1,1,1,1
4912,False,House,5,2,2,0,0,1,0
4913,True,Gambler,2,1,0,0,0,0,1
4914,True,Gambler,6,0,1,2,2,0,1
4915,True,Gambler,3,0,1,0,0,1,1
4916,False,House,8,1,1,3,1,2,0
4917,False,House,4,1,0,2,1,0,0
4918,False,House,5,0,2,1,2,0,0
4919,False,House,4,0,0,1,1,2,0
4920,True,Gambler,3,0,0,1,1,0,1
4921,True,Gambler,3,0,0,0,0,1,2
4922,False,House,1,0,0,1,0,0,0
4923,False,House,2,0,0,0,2,0,0
4924,False,House,4,3,0,0,1,0,0
4925,False,House,3,0,0,0,3,0,0
4926,True,Gambler,5,1,0,1,1,1,1
4927,False,House,4,2,1,0,0,1,0
4928,False,House,6,4,0,0,2,0,0
4929,False,House,2,0,0,1,0,1,0
4930,True,Gambler,6,1,1,1,1,1,1
4931,True,Gambler,8,0,2,2,1,1,2
4932,False,House,4,1,0,0,1,2,0
4933,True,Gambler,5,1,0,1,1,1,1
4934,False,House,5,0,0,1,3,1,0
4935,False,House,2,1,0,0,1,0,0
4936,False,House,2,1,0,1,0,0,0
4937,False,House,8,0,2,2,1,3,0
4938,True,Gambler,3,0,0,0,1,1,1
4939,False,House,3,0,2,0,0,1,0
4940,False,House,3,0,1,1,0,1,0
4941,False,House,4,0,1,0,2,1,0
4942,True,Gambler,5,0,2,1,1,0,1
4943,False,House,1,0,1,0,0,0,0
4944,True,Gambler,6,0,2,2,1,0,1
4945,False,House,4,3,1,0,0,0,0
4946,True,Gambler,4,1,0,1,0,1,1
4947,False,House,5,1,0,1,1,2,0
4948,False,House,2,1,1,0,0,0,0
4949,False,House,3,0,3,0,0,0,0
4950,True,Gambler,6,4,0,0,0,1,1
4951,False,House,4,0,1,0,2,1,0
4952,False,House,7,2,2,1,2,0,0
4953,True,Gambler,4,0,1,1,1,0,1
4954,False,House,2,0,1,0,1,0,0
4955,True,Gambler,4,0,0,0,1,0,3
4956,True,Gambler,2,0,0,0,0,1,1
4957,False,House,1,0,0,0,1,0,0
4958,False,House,4,1,2,0,1,0,0
4959,False,House,3,1,1,1,0,0,0
4960,True,Gambler,4,1,1,0,0,1,1
4961,True,Gambler,7,0,4,1,1,0,1
4962,False,House,4,2,0,1,1,0,0
4963,False,House,3,1,1,1,0,0,0
4964,True,Gambler,7,0,2,2,1,1,1
4965,False,House,6,2,1,0,0,3,0
4966,True,Gambler,2,0,0,1,0,0,1
4967,False,House,2,1,0,0,1,0,0
4968,False,House,5,2,1,1,1,0,0
4969,False,House,3,0,1,0,0,2,0
4970,False,House,5,1,3,0,0,1,0
4971,True,Gambler,4,2,1,0,0,0,1
4972,True,Gambler,6,1,3,1,0,0,1
4973,False,House,6,1,2,1,0,2,0
4974,True,Gambler,2,1,0,0,0,0,1
4975,True,Gambler,7,0,2,0,1,3,1
4976,False,House,1,0,0,0,0,1,0
4977,False,House,3,1,0,1,0,1,0
4978,True,Gambler,8,2,1,1,1,2,1
4979,False,House,2,1,1,0,0,0,0
4980,True,Gambler,3,1,0,1,0,0,1
4981,False,House,6,1,2,2,0,1,0
4982,False,House,2,0,1,1,0,0,0
4983,False,House,3,1,0,2,0,0,0
4984,True,Gambler,3,1,0,0,1,0,1
4985,False,House,7,1,1,0,1,4,0
4986,False,House,6,0,2,0,2,2,0
4987,False,House,6,0,0,1,3,2,0
4988,True,Gambler,6,1,0,2,2,0,1
4989,False,House,3,0,0,2,1,0,0
4990,False,House,4,1,1,0,2,0,0
4991,True,Gambler,1,0,0,0,0,0,1
4992,True,Gambler,5,0,0,3,1,0,1
4993,True,Gambler,9,2,2,3,1,0,1
4994,False,House,3,1,0,1,0,1,0
4995,False,House,3,0,0,1,1,1,0
4996,False,House,0,0,0,0,0,0,0
4997,False,House,4,0,3,0,0,1,0
4998,False,House,6,1,1,3,1,0,0
4999,True,Gambler,3,0,0,0,1,1,1
5000,True,Gambler,5,0,1,1,1,0,2
5001,False,House,3,0,0,0,3,0,0
5002,False,House,4,1,0,1,1,1,0
5003,False,House,3,0,0,3,0,0,0
5004,True,Gambler,3,0,0,0,1,1,1
5005,True,Gambler,4,2,1,0,0,0,1
5006,False,House,5,2,1,2,0,0,0
5007,True,Gambler,2,0,0,0,1,0,1
5008,True,Gambler,4,0,1,1,1,0,1
5009,False,House,3,0,1,1,0,1,0
5010,False,House,4,0,3,0,0,1,0
5011,False,House,5,2,0,0,3,0,0
5012,True,Gambler,3,0,0,0,1,1,1
5013,True,Gambler,7,1,0,0,0,4,2
5014,True,Gambler,6,1,1,1,0,2,1
5015,True,Gambler,3,0,0,0,1,1,1
5016,False,House,3,1,0,1,1,0,0
5017,False,House,4,0,0,0,1,3,0
5018,True,Gambler,9,2,2,1,1,1,2
5019,False,House,4,0,2,1,0,1,0
5020,True,Gambler,6,1,1,1,0,1,2
5021,True,Gambler,4,0,2,0,0,1,1
5022,True,Gambler,6,2,1,1,0,1,1
5023,False,House,2,0,0,1,1,0,0
5024,True,Gambler,2,0,1,0,0,0,1
5025,False,House,2,0,1,0,1,0,0
5026,True,Gambler,4,1,1,0,1,0,1
5027,True,Gambler,2,0,1,0,0,0,1
5028,False,House,4,0,0,1,1,2,0
5029,True,Gambler,4,1,0,2,0,0,1
5030,True,Gambler,4,0,0,1,1,0,2
5031,True,Gambler,8,2,2,1,2,0,1
5032,False,House,5,1,1,0,1,2,0
5033,False,House,5,1,0,3,1,0,0
5034,True,Gambler,8,0,1,3,0,2,2
5035,True,Gambler,3,0,1,1,0,0,1
5036,True,Gambler,3,1,0,0,0,0,2
5037,True,Gambler,4,0,1,1,1,0,1
5038,True,Gambler,3,0,2,0,0,0,1
5039,True,Gambler,4,0,0,1,1,0,2
5040,False,House,1,0,1,0,0,0,0
5041,False,House,5,2,1,1,1,0,0
5042,True,Gambler,3,1,0,1,0,0,1
5043,False,House,2,0,2,0,0,0,0
5044,True,Gambler,3,1,0,0,0,1,1
5045,True,Gambler,3,1,0,0,1,0,1
5046,True,Gambler,4,1,0,0,2,0,1
5047,True,Gambler,4,0,0,1,1,1,1
5048,False,House,5,2,1,1,0,1,0
5049,False,House,4,0,1,3,0,0,0
5050,False,House,4,0,1,1,1,1,0
5051,False,House,0,0,0,0,0,0,0
5052,False,House,3,0,1,1,1,0,0
5053,False,House,4,0,1,1,2,0,0
5054,True,Gambler,5,2,1,0,0,0,2
5055,True,Gambler,4,0,0,2,0,0,2
5056,True,Gambler,5,1,1,0,1,1,1
5057,True,Gambler,2,0,0,1,0,0,1
5058,False,House,6,1,2,0,2,1,0
5059,True,Gambler,5,1,0,0,1,1,2
5060,True,Gambler,6,2,2,0,1,0,1
5061,True,Gambler,2,0,0,1,0,0,1
5062,True,Gambler,3,0,0,0,2,0,1
5063,True,Gambler,7,1,1,2,1,1,1
5064,True,Gambler,4,1,0,0,0,2,1
5065,False,House,2,0,1,0,1,0,0
5066,True,Gambler,4,0,0,2,0,1,1
5067,False,House,0,0,0,0,0,0,0
5068,False,House,2,2,0,0,0,0,0
5069,False,House,4,0,2,1,1,0,0
5070,False,House,8,0,4,1,0,3,0
5071,True,Gambler,4,0,2,1,0,0,1
5072,True,Gambler,8,2,0,3,0,0,3
5073,True,Gambler,5,0,2,1,1,0,1
5074,True,Gambler,2,0,0,0,1,0,1
5075,False,House,2,0,0,1,1,0,0
5076,True,Gambler,3,0,1,0,1,0,1
5077,True,Gambler,4,1,1,1,0,0,1
5078,False,House,2,1,0,1,0,0,0
5079,False,House,6,2,0,1,1,2,0
5080,True,Gambler,3,1,0,0,0,0,2
5081,False,House,1,1,0,0,0,0,0
5082,True,Gambler,4,0,1,1,0,0,2
5083,True,Gambler,7,1,0,1,2,0,3
5084,True,Gambler,3,0,1,0,0,1,1
5085,True,Gambler,5,0,0,1,2,1,1
5086,False,House,7,2,1,2,1,1,0
5087,False,House,3,0,0,1,1,1,0
5088,False,House,6,1,1,2,1,1,0
5089,True,Gambler,4,0,0,0,0,2,2
5090,False,House,3,0,2,0,1,0,0
5091,True,Gambler,3,0,0,1,0,1,1
5092,True,Gambler,6,0,0,1,1,1,3
5093,False,House,1,0,0,1,0,0,0
5094,False,House,2,1,1,0,0,0,0
5095,True,Gambler,7,0,0,0,4,0,3
5096,True,Gambler,4,0,2,0,1,0,1
5097,True,Gambler,7,0,0,2,0,3,2
5098,True,Gambler,1,0,0,0,0,0,1
5099,False,House,4,2,1,1,0,0,0
5100,False,House,4,1,0,0,1,2,0
5101,True,Gambler,2,1,0,0,0,0,1
5102,True,Gambler,5,1,1,0,1,1,1
5103,False,House,4,0,0,0,4,0,0
5104,False,House,4,0,0,0,1,3,0
5105,False,House,1,0,0,0,1,0,0
5106,True,Gambler,6,1,2,0,0,2,1
5107,False,House,1,0,0,1,0,0,0
5108,True,Gambler,6,0,0,2,0,3,1
5109,False,House,3,1,0,1,0,1,0
5110,False,House,3,1,0,1,0,1,0
5111,True,Gambler,7,1,2,0,2,0,2
5112,False,House,4,0,0,2,0,2,0
5113,True,Gambler,7,0,1,2,1,1,2
5114,False,House,3,1,0,0,0,2,0
5115,True,Gambler,3,1,0,1,0,0,1
5116,True,Gambler,3,0,0,0,1,1,1
5117,True,Gambler,3,0,0,0,2,0,1
5118,True,Gambler,5,1,0,1,0,1,2
5119,False,House,4,1,0,0,0,3,0
5120,False,House,6,2,1,0,0,3,0
5121,False,House,2,1,0,1,0,0,0
5122,True,Gambler,9,0,3,0,0,5,1
5123,False,House,4,3,0,0,0,1,0
5124,False,House,4,3,0,0,1,0,0
5125,False,House,4,0,1,1,1,1,0
5126,False,House,4,2,1,0,1,0,0
5127,False,House,2,0,0,1,1,0,0
5128,False,House,1,0,1,0,0,0,0
5129,False,House,1,0,0,1,0,0,0
5130,False,House,2,0,1,0,0,1,0
5131,False,House,5,1,0,1,2,1,0
5132,True,Gambler,5,1,0,0,1,2,1
5133,True,Gambler,6,0,1,2,1,1,1
5134,True,Gambler,5,1,0,1,2,0,1
5135,False,House,4,0,0,2,0,2,0
5136,False,House,4,1,0,0,1,2,0
5137,False,House,3,1,1,0,1,0,0
5138,False,House,2,0,0,1,0,1,0
5139,False,House,5,2,0,0,2,1,0
5140,False,House,2,0,1,0,0,1,0
5141,True,Gambler,3,0,0,0,2,0,1
5142,False,House,6,4,0,0,1,1,0
5143,True,Gambler,2,0,1,0,0,0,1
5144,True,Gambler,3,1,0,1,0,0,1
5145,False,House,3,2,0,0,1,0,0
5146,True,Gambler,4,0,0,0,0,0,4
5147,True,Gambler,4,1,1,1,0,0,1
5148,True,Gambler,5,1,0,1,1,1,1
5149,True,Gambler,5,0,2,0,0,2,1
5150,False,House,2,2,0,0,0,0,0
5151,False,House,4,0,2,1,0,1,0
5152,True,Gambler,5,0,1,1,0,1,2
5153,False,House,2,1,0,1,0,0,0
5154,False,House,3,0,2,0,1,0,0
5155,False,House,5,1,2,2,0,0,0
5156,False,House,4,1,1,1,1,0,0
5157,False,House,9,3,2,1,2,1,0
5158,True,Gambler,3,1,0,1,0,0,1
5159,True,Gambler,7,1,1,3,0,1,1
5160,False,House,3,1,1,0,0,1,0
5161,True,Gambler,5,2,0,2,0,0,1
5162,True,Gambler,4,0,1,0,0,2,1
5163,False,House,2,0,0,1,1,0,0
5164,False,House,2,0,1,0,1,0,0
5165,False,House,4,1,1,2,0,0,0
5166,False,House,2,0,0,1,0,1,0
5167,True,Gambler,2,0,1,0,0,0,1
5168,False,House,1,0,0,0,1,0,0
5169,True,Gambler,5,0,2,1,0,0,2
5170,True,Gambler,5,0,1,0,0,1,3
5171,False,House,4,0,2,1,0,1,0
5172,False,House,4,2,0,0,0,2,0
5173,True,Gambler,5,2,1,1,0,0,1
5174,False,House,5,1,2,0,1,1,0
5175,True,Gambler,5,1,0,1,0,1,2
5176,True,Gambler,6,2,1,1,0,1,1
5177,True,Gambler,5,2,0,0,0,2,1
5178,True,Gambler,4,0,3,0,0,0,1
5179,False,House,6,0,2,1,1,2,0
5180,True,Gambler,3,0,0,0,1,1,1
5181,False,House,6,2,1,2,1,0,0
5182,True,Gambler,6,0,2,1,0,0,3
5183,False,House,1,1,0,0,0,0,0
5184,True,Gambler,6,0,1,1,2,1,1
5185,True,Gambler,3,0,0,0,1,1,1
5186,False,House,0,0,0,0,0,0,0
5187,False,House,5,0,1,1,2,1,0
5188,False,House,4,0,3,1,0,0,0
5189,False,House,3,0,1,0,1,1,0
5190,False,House,3,1,0,1,1,0,0
5191,True,Gambler,7,1,0,1,1,2,2
5192,False,House,2,1,0,0,0,1,0
5193,True,Gambler,5,0,1,0,1,1,2
5194,True,Gambler,7,2,1,1,2,0,1
5195,True,Gambler,3,0,1,0,0,1,1
5196,False,House,5,1,0,3,1,0,0
5197,False,House,3,0,1,0,1,1,0
5198,False,House,7,2,0,0,2,3,0
5199,False,House,1,1,0,0,0,0,0
5200,True,Gambler,2,0,0,0,0,0,2
5201,True,Gambler,1,0,0,0,0,0,1
5202,False,House,4,1,0,0,2,1,0
5203,False,House,8,1,1,1,2,3,0
5204,True,Gambler,7,0,0,3,0,3,1
5205,True,Gambler,6,2,0,2,1,0,1
5206,True,Gambler,4,0,0,0,2,1,1
5207,True,Gambler,2,0,1,0,0,0,1
5208,False,House,7,2,3,2,0,0,0
5209,False,House,5,1,0,1,1,2,0
5210,False,House,7,0,1,0,5,1,0
5211,False,House,1,0,1,0,0,0,0
5212,False,House,3,1,0,2,0,0,0
5213,True,Gambler,3,0,1,0,0,1,1
5214,True,Gambler,4,1,0,2,0,0,1
5215,True,Gambler,8,4,1,0,2,0,1
5216,False,House,4,3,0,0,0,1,0
5217,True,Gambler,5,1,0,1,1,0,2
5218,False,House,3,0,1,0,2,0,0
5219,True,Gambler,7,1,2,0,1,1,2
5220,True,Gambler,3,0,1,0,0,1,1
5221,True,Gambler,5,0,1,0,0,3,1
5222,True,Gambler,3,0,1,0,1,0,1
5223,True,Gambler,6,1,2,0,2,0,1
5224,False,House,3,0,0,2,0,1,0
5225,True,Gambler,5,1,0,0,0,3,1
5226,True,Gambler,3,0,0,1,0,1,1
5227,False,House,2,0,0,0,0,2,0
5228,True,Gambler,4,1,0,1,0,1,1
5229,False,House,5,2,0,1,0,2,0
5230,False,House,1,0,0,0,1,0,0
5231,False,House,2,1,0,0,1,0,0
5232,True,Gambler,4,0,1,1,1,0,1
5233,True,Gambler,5,1,0,0,0,0,4
5234,True,Gambler,5,0,0,0,1,3,1
5235,False,House,3,1,0,0,0,2,0
5236,False,House,2,0,0,1,1,0,0
5237,True,Gambler,3,0,0,0,0,1,2
5238,True,Gambler,3,0,0,1,0,1,1
5239,False,House,2,1,0,0,0,1,0
5240,False,House,3,0,0,0,1,2,0
5241,False,House,3,0,0,1,1,1,0
5242,True,Gambler,7,0,2,1,2,0,2
5243,False,House,1,0,1,0,0,0,0
5244,False,House,4,2,0,1,0,1,0
5245,True,Gambler,2,0,0,1,0,0,1
5246,True,Gambler,3,1,1,0,0,0,1
5247,True,Gambler,6,1,0,1,0,3,1
5248,False,House,5,1,1,2,0,1,0
5249,False,House,5,0,2,1,1,1,0
5250,False,House,7,1,0,3,2,1,0
5251,True,Gambler,6,1,1,1,1,0,2
5252,True,Gambler,5,0,2,1,1,0,1
5253,False,House,4,0,2,1,0,1,0
5254,True,Gambler,4,0,2,0,1,0,1
5255,True,Gambler,5,1,0,1,1,1,1
5256,False,House,7,1,3,0,2,1,0
5257,False,House,3,0,3,0,0,0,0
5258,True,Gambler,7,0,1,3,1,1,1
5259,True,Gambler,5,0,2,0,1,0,2
5260,False,House,2,0,0,1,0,1,0
5261,False,House,1,0,0,0,0,1,0
5262,False,House,2,0,1,0,1,0,0
5263,True,Gambler,7,1,1,0,3,1,1
5264,True,Gambler,6,2,1,1,1,0,1
5265,False,House,3,0,1,1,0,1,0
5266,True,Gambler,4,0,0,1,2,0,1
